  Seconds   Minutes     Hours  Type,Sub,Chan,Num,Aux
    0.219,  0.00365,0.0000608,     N,    0,    0,    0,
    0.852,  0.01419,0.0002365,     N,    0,    0,    0,
    1.484,  0.02474,0.0004123,     N,    0,    0,    0,
    2.117,  0.03529,0.0005881,     N,    0,    0,    0,
    2.750,  0.04583,0.0007639,     N,    0,    0,    0,
    3.375,  0.05625,0.0009375,     N,    0,    0,    0,
    4.008,  0.06680,0.0011133,     N,    0,    0,    0,
    4.641,  0.07734,0.0012891,     N,    0,    0,    0,
    5.273,  0.08789,0.0014648,     N,    0,    0,    0,
    5.914,  0.09857,0.0016428,     N,    0,    0,    0,
    6.547,  0.10911,0.0018186,     N,    0,    0,    0,
    7.172,  0.11953,0.0019922,     N,    0,    0,    0,
    7.812,  0.13021,0.0021701,     N,    0,    0,    0,
    8.453,  0.14089,0.0023481,     N,    0,    0,    0,
    9.086,  0.15143,0.0025239,     N,    0,    0,    0,
    9.719,  0.16198,0.0026997,     N,    0,    0,    0,
   10.352,  0.17253,0.0028754,     N,    0,    0,    0,
   10.766,  0.17943,0.0029905,     V,    0,    0,    0,
   11.609,  0.19349,0.0032248,     N,    0,    0,    0,
   11.906,  0.19844,0.0033073,     V,    0,    0,    0,
   12.883,  0.21471,0.0035786,     N,    0,    0,    0,
   13.156,  0.21927,0.0036545,     V,    0,    0,    0,
   14.156,  0.23594,0.0039323,     N,    0,    0,    0,
   14.805,  0.24674,0.0041124,     N,    0,    0,    0,
   15.438,  0.25729,0.0042882,     N,    0,    0,    0,
   16.078,  0.26797,0.0044661,     N,    0,    0,    0,
   16.711,  0.27852,0.0046419,     N,    0,    0,    0,
   17.344,  0.28906,0.0048177,     N,    0,    0,    0,
   17.984,  0.29974,0.0049957,     N,    0,    0,    0,
   18.609,  0.31016,0.0051693,     N,    0,    0,    0,
   19.234,  0.32057,0.0053429,     N,    0,    0,    0,
   19.859,  0.33099,0.0055165,     N,    0,    0,    0,
   20.484,  0.34141,0.0056901,     N,    0,    0,    0,
   21.117,  0.35195,0.0058659,     N,    0,    0,    0,
   21.734,  0.36224,0.0060373,     N,    0,    0,    0,
   22.352,  0.37253,0.0062088,     N,    0,    0,    0,
   22.977,  0.38294,0.0063824,     N,    0,    0,    0,
   23.602,  0.39336,0.0065560,     N,    0,    0,    0,
   24.219,  0.40365,0.0067274,     N,    0,    0,    0,
   24.836,  0.41393,0.0068989,     N,    0,    0,    0,
   25.461,  0.42435,0.0070725,     N,    0,    0,    0,
   26.070,  0.43451,0.0072418,     N,    0,    0,    0,
   26.703,  0.44505,0.0074175,     N,    0,    0,    0,
   27.328,  0.45547,0.0075911,     N,    0,    0,    0,
   27.953,  0.46589,0.0077648,     N,    0,    0,    0,
   28.570,  0.47617,0.0079362,     N,    0,    0,    0,
   29.195,  0.48659,0.0081098,     N,    0,    0,    0,
   29.820,  0.49701,0.0082834,     N,    0,    0,    0,
   30.422,  0.50703,0.0084505,     N,    0,    0,    0,
   31.055,  0.51758,0.0086263,     N,    0,    0,    0,
   31.672,  0.52786,0.0087977,     N,    0,    0,    0,
   32.281,  0.53802,0.0089670,     N,    0,    0,    0,
   32.898,  0.54831,0.0091385,     N,    0,    0,    0,
   33.516,  0.55859,0.0093099,     N,    0,    0,    0,
   34.117,  0.56862,0.0094770,     N,    0,    0,    0,
   34.742,  0.57904,0.0096506,     N,    0,    0,    0,
   35.359,  0.58932,0.0098220,     N,    0,    0,    0,
   35.969,  0.59948,0.0099913,     N,    0,    0,    0,
