  Seconds   Minutes     Hours  Type,Sub,Chan,Num,Aux
    0.391,  0.00651,0.0001085,     N,    0,    0,    0,
    1.156,  0.01927,0.0003212,     N,    0,    0,    0,
    1.922,  0.03203,0.0005339,     N,    0,    0,    0,
    2.398,  0.03997,0.0006662,     V,    0,    0,    0,
    3.461,  0.05768,0.0009614,     N,    0,    0,    0,
    4.211,  0.07018,0.0011697,     N,    0,    0,    0,
    4.688,  0.07812,0.0013021,     V,    0,    0,    0,
    5.688,  0.09479,0.0015799,     N,    0,    0,    0,
    6.406,  0.10677,0.0017795,     N,    0,    0,    0,
    7.109,  0.11849,0.0019748,     N,    0,    0,    0,
    7.812,  0.13021,0.0021701,     N,    0,    0,    0,
    8.516,  0.14193,0.0023655,     N,    0,    0,    0,
    9.227,  0.15378,0.0025629,     N,    0,    0,    0,
    9.938,  0.16562,0.0027604,     N,    0,    0,    0,
   10.648,  0.17747,0.0029579,     N,    0,    0,    0,
   11.375,  0.18958,0.0031597,     N,    0,    0,    0,
   12.094,  0.20156,0.0033594,     N,    0,    0,    0,
   12.812,  0.21354,0.0035590,     N,    0,    0,    0,
   13.555,  0.22591,0.0037652,     N,    0,    0,    0,
   14.297,  0.23828,0.0039714,     N,    0,    0,    0,
   15.039,  0.25065,0.0041775,     N,    0,    0,    0,
   15.789,  0.26315,0.0043859,     N,    0,    0,    0,
   16.539,  0.27565,0.0045942,     N,    0,    0,    0,
   17.273,  0.28789,0.0047982,     N,    0,    0,    0,
   18.016,  0.30026,0.0050043,     N,    0,    0,    0,
   18.742,  0.31237,0.0052062,     N,    0,    0,    0,
   19.469,  0.32448,0.0054080,     N,    0,    0,    0,
   20.188,  0.33646,0.0056076,     N,    0,    0,    0,
   20.914,  0.34857,0.0058095,     N,    0,    0,    0,
   21.633,  0.36055,0.0060091,     N,    0,    0,    0,
   22.125,  0.36875,0.0061458,     V,    0,    0,    0,
   23.070,  0.38451,0.0064084,     N,    0,    0,    0,
   23.797,  0.39661,0.0066102,     N,    0,    0,    0,
   24.305,  0.40508,0.0067513,     V,    0,    0,    0,
   25.242,  0.42070,0.0070117,     N,    0,    0,    0,
   25.961,  0.43268,0.0072114,     N,    0,    0,    0,
   26.664,  0.44440,0.0074067,     N,    0,    0,    0,
   27.367,  0.45612,0.0076020,     N,    0,    0,    0,
   28.070,  0.46784,0.0077973,     N,    0,    0,    0,
   28.773,  0.47956,0.0079926,     N,    0,    0,    0,
   29.469,  0.49115,0.0081858,     N,    0,    0,    0,
