  Seconds   Minutes     Hours  Type,Sub,Chan,Num,Aux
    0.094,  0.00156,0.0000260,     N,    0,    0,    0,
    0.703,  0.01172,0.0001953,     N,    0,    0,    0,
    1.352,  0.02253,0.0003754,     N,    0,    0,    0,
    2.016,  0.03359,0.0005599,     N,    0,    0,    0,
    2.391,  0.03984,0.0006641,     S,    0,    0,    0,
    3.203,  0.05339,0.0008898,     N,    0,    0,    0,
    3.891,  0.06484,0.0010807,     N,    0,    0,    0,
    4.547,  0.07578,0.0012630,     N,    0,    0,    0,
    4.922,  0.08203,0.0013672,     S,    0,    0,    0,
    5.711,  0.09518,0.0015864,     N,    0,    0,    0,
    6.391,  0.10651,0.0017752,     N,    0,    0,    0,
    7.039,  0.11732,0.0019553,     N,    0,    0,    0,
    7.695,  0.12826,0.0021376,     N,    0,    0,    0,
    8.336,  0.13893,0.0023155,     N,    0,    0,    0,
    8.984,  0.14974,0.0024957,     N,    0,    0,    0,
    9.625,  0.16042,0.0026736,     N,    0,    0,    0,
   10.008,  0.16680,0.0027799,     S,    0,    0,    0,
   10.789,  0.17982,0.0029970,     N,    0,    0,    0,
   11.469,  0.19115,0.0031858,     N,    0,    0,    0,
   12.109,  0.20182,0.0033637,     N,    0,    0,    0,
   12.758,  0.21263,0.0035438,     N,    0,    0,    0,
   13.398,  0.22331,0.0037218,     N,    0,    0,    0,
   14.031,  0.23385,0.0038976,     N,    0,    0,    0,
   14.672,  0.24453,0.0040755,     N,    0,    0,    0,
   15.305,  0.25508,0.0042513,     N,    0,    0,    0,
   15.945,  0.26576,0.0044293,     N,    0,    0,    0,
   16.578,  0.27630,0.0046050,     N,    0,    0,    0,
   17.219,  0.28698,0.0047830,     N,    0,    0,    0,
   17.859,  0.29766,0.0049609,     N,    0,    0,    0,
   18.492,  0.30820,0.0051367,     N,    0,    0,    0,
   19.133,  0.31888,0.0053147,     N,    0,    0,    0,
   19.516,  0.32526,0.0054210,     S,    0,    0,    0,
   20.289,  0.33815,0.0056359,     N,    0,    0,    0,
   20.969,  0.34948,0.0058247,     N,    0,    0,    0,
   21.625,  0.36042,0.0060069,     N,    0,    0,    0,
   22.273,  0.37122,0.0061871,     N,    0,    0,    0,
   22.922,  0.38203,0.0063672,     N,    0,    0,    0,
   23.297,  0.38828,0.0064714,     S,    0,    0,    0,
