  Seconds   Minutes     Hours  Type,Sub,Chan,Num,Aux
    0.258,  0.00430,0.0000716,     N,    0,    0,    0,
    0.781,  0.01302,0.0002170,     N,    0,    0,    0,
    1.594,  0.02656,0.0004427,     N,    0,    0,    0,
    2.242,  0.03737,0.0006228,     N,    0,    0,    0,
    2.938,  0.04896,0.0008160,     N,    0,    0,    0,
    3.547,  0.05911,0.0009852,     N,    0,    0,    0,
    4.305,  0.07174,0.0011957,     N,    0,    0,    0,
    4.977,  0.08294,0.0013824,     N,    0,    0,    0,
    5.656,  0.09427,0.0015712,     N,    0,    0,    0,
    6.016,  0.10026,0.0016710,     V,    0,    0,    0,
    6.945,  0.11576,0.0019293,     N,    0,    0,    0,
    7.633,  0.12721,0.0021202,     N,    0,    0,    0,
    8.188,  0.13646,0.0022743,     N,    0,    0,    0,
    8.969,  0.14948,0.0024913,     N,    0,    0,    0,
    9.602,  0.16003,0.0026671,     N,    0,    0,    0,
   10.086,  0.16810,0.0028016,     N,    0,    0,    0,
   10.914,  0.18190,0.0030317,     N,    0,    0,    0,
   11.570,  0.19284,0.0032140,     N,    0,    0,    0,
   12.250,  0.20417,0.0034028,     N,    0,    0,    0,
   12.812,  0.21354,0.0035590,     N,    0,    0,    0,
   13.258,  0.22096,0.0036827,     V,    0,    0,    0,
   14.008,  0.23346,0.0038911,     N,    0,    0,    0,
   14.859,  0.24766,0.0041276,     N,    0,    0,    0,
   15.516,  0.25859,0.0043099,     N,    0,    0,    0,
   16.203,  0.27005,0.0045009,     N,    0,    0,    0,
   16.594,  0.27656,0.0046094,     V,    0,    0,    0,
   17.516,  0.29193,0.0048655,     N,    0,    0,    0,
   18.172,  0.30286,0.0050477,     N,    0,    0,    0,
   18.562,  0.30938,0.0051563,     V,    0,    0,    0,
   19.422,  0.32370,0.0053950,     N,    0,    0,    0,
   19.922,  0.33203,0.0055339,     N,    0,    0,    0,
   20.453,  0.34089,0.0056814,     N,    0,    0,    0,
   20.945,  0.34909,0.0058181,     N,    0,    0,    0,
   21.414,  0.35690,0.0059484,     N,    0,    0,    0,
   22.094,  0.36823,0.0061372,     N,    0,    0,    0,
   22.922,  0.38203,0.0063672,     N,    0,    0,    0,
   23.609,  0.39349,0.0065582,     N,    0,    0,    0,
   24.336,  0.40560,0.0067600,     N,    0,    0,    0,
   24.703,  0.41172,0.0068620,     V,    0,    0,    0,
   25.703,  0.42839,0.0071398,     N,    0,    0,    0,
   26.430,  0.44049,0.0073416,     N,    0,    0,    0,
   27.133,  0.45221,0.0075369,     N,    0,    0,    0,
   27.711,  0.46185,0.0076975,     N,    0,    0,    0,
   28.547,  0.47578,0.0079297,     N,    0,    0,    0,
   29.211,  0.48685,0.0081141,     N,    0,    0,    0,
   29.781,  0.49635,0.0082726,     N,    0,    0,    0,
   30.477,  0.50794,0.0084657,     N,    0,    0,    0,
   31.297,  0.52161,0.0086936,     N,    0,    0,    0,
   31.992,  0.53320,0.0088867,     N,    0,    0,    0,
   32.594,  0.54323,0.0090538,     N,    0,    0,    0,
   33.398,  0.55664,0.0092773,     N,    0,    0,    0,
   34.070,  0.56784,0.0094640,     N,    0,    0,    0,
   34.664,  0.57773,0.0096289,     N,    0,    0,    0,
   35.445,  0.59076,0.0098459,     N,    0,    0,    0,
   35.945,  0.59909,0.0099848,     N,    0,    0,    0,
   36.789,  0.61315,0.0102192,     N,    0,    0,    0,
   37.469,  0.62448,0.0104080,     N,    0,    0,    0,
   38.164,  0.63607,0.0106011,     N,    0,    0,    0,
   38.844,  0.64740,0.0107899,     N,    0,    0,    0,
   39.484,  0.65807,0.0109679,     N,    0,    0,    0,
   40.188,  0.66979,0.0111632,     N,    0,    0,    0,
   40.570,  0.67617,0.0112695,     V,    0,    0,    0,
   41.445,  0.69076,0.0115126,     N,    0,    0,    0,
   42.141,  0.70234,0.0117057,     N,    0,    0,    0,
   42.602,  0.71003,0.0118338,     N,    0,    0,    0,
   43.430,  0.72383,0.0120638,     N,    0,    0,    0,
   44.109,  0.73516,0.0122526,     N,    0,    0,    0,
