  Seconds   Minutes     Hours  Type,Sub,Chan,Num,Aux
    0.430,  0.00716,0.0001194,     S,    0,    0,    0,
    1.078,  0.01797,0.0002995,     N,    0,    0,    0,
    1.648,  0.02747,0.0004579,     N,    0,    0,    0,
    2.219,  0.03698,0.0006163,     N,    0,    0,    0,
    2.789,  0.04648,0.0007747,     N,    0,    0,    0,
    3.367,  0.05612,0.0009353,     N,    0,    0,    0,
    3.805,  0.06341,0.0010569,     S,    0,    0,    0,
    4.477,  0.07461,0.0012435,     N,    0,    0,    0,
    5.062,  0.08438,0.0014062,     N,    0,    0,    0,
    5.383,  0.08971,0.0014952,     V,    0,    0,    0,
    6.211,  0.10352,0.0017253,     N,    0,    0,    0,
    6.625,  0.11042,0.0018403,     S,    0,    0,    0,
    7.281,  0.12135,0.0020226,     N,    0,    0,    0,
    7.914,  0.13190,0.0021984,     N,    0,    0,    0,
    8.406,  0.14010,0.0023351,     S,    0,    0,    0,
    9.062,  0.15104,0.0025174,     N,    0,    0,    0,
    9.656,  0.16094,0.0026823,     N,    0,    0,    0,
   10.227,  0.17044,0.0028407,     N,    0,    0,    0,
   10.789,  0.17982,0.0029970,     N,    0,    0,    0,
   11.359,  0.18932,0.0031554,     N,    0,    0,    0,
   11.938,  0.19896,0.0033160,     N,    0,    0,    0,
   12.516,  0.20859,0.0034766,     N,    0,    0,    0,
   13.086,  0.21810,0.0036350,     N,    0,    0,    0,
   13.523,  0.22539,0.0037565,     S,    0,    0,    0,
   14.227,  0.23711,0.0039518,     N,    0,    0,    0,
   14.836,  0.24727,0.0041211,     N,    0,    0,    0,
   15.422,  0.25703,0.0042839,     N,    0,    0,    0,
   15.844,  0.26406,0.0044010,     S,    0,    0,    0,
   16.531,  0.27552,0.0045920,     N,    0,    0,    0,
   17.133,  0.28555,0.0047591,     N,    0,    0,    0,
   17.719,  0.29531,0.0049219,     N,    0,    0,    0,
   18.297,  0.30495,0.0050825,     N,    0,    0,    0,
   18.875,  0.31458,0.0052431,     N,    0,    0,    0,
   19.445,  0.32409,0.0054015,     N,    0,    0,    0,
   20.031,  0.33385,0.0055642,     N,    0,    0,    0,
   20.609,  0.34349,0.0057248,     N,    0,    0,    0,
   21.188,  0.35313,0.0058854,     N,    0,    0,    0,
   21.586,  0.35977,0.0059961,     S,    0,    0,    0,
   22.281,  0.37135,0.0061892,     N,    0,    0,    0,
   22.898,  0.38164,0.0063607,     N,    0,    0,    0,
   23.500,  0.39167,0.0065278,     N,    0,    0,    0,
   23.938,  0.39896,0.0066493,     S,    0,    0,    0,
   24.617,  0.41029,0.0068381,     N,    0,    0,    0,
   25.234,  0.42057,0.0070095,     N,    0,    0,    0,
   25.820,  0.43034,0.0071723,     N,    0,    0,    0,
   26.406,  0.44010,0.0073351,     N,    0,    0,    0,
